"","hh_id","plot_id","variable","value"
"261",653625,288450,"collection_date","04-Jun-18"
"262",373402,148027,"collection_date","04-Jun-18"
"263",183960,875439,"collection_date","04-Jun-18"
"264",332354,856179,"collection_date","04-Jun-18"
"265",911050,468715,"collection_date","04-Jun-18"
"266",890396,633631,"collection_date","04-Jun-18"
"267",612849,526626,"collection_date","04-Jun-18"
"268",456150,797939,"collection_date","05-Jun-18"
"269",924786,713014,"collection_date","05-Jun-18"
"270",164032,663895,"collection_date","05-Jun-18"
"271",427880,608842,"collection_date","05-Jun-18"
"272",498734,425517,"collection_date","05-Jun-18"
"273",542547,668893,"collection_date","05-Jun-18"
"274",734366,994508,"collection_date","05-Jun-18"
"275",247932,598453,"collection_date","05-Jun-18"
"276",235807,662130,"collection_date","05-Jun-18"
"277",944272,938882,"collection_date","05-Jun-18"
"278",898963,589196,"collection_date","05-Jun-18"
"279",516130,491775,"collection_date","05-Jun-18"
"280",324083,758738,"collection_date","05-Jun-18"
"281",390055,297969,"collection_date","05-Jun-18"
"282",798303,428208,"collection_date","05-Jun-18"
"283",870741,205054,"collection_date","05-Jun-18"
"284",273739,903451,"collection_date","05-Jun-18"
"285",285712,208690,"collection_date","05-Jun-18"
"286",676857,127153,"collection_date","05-Jun-18"
"287",481052,638147,"collection_date","05-Jun-18"
"288",187175,279274,"collection_date","05-Jun-18"
"289",431932,375747,"collection_date","05-Jun-18"
"290",530170,407144,"collection_date","05-Jun-18"
"291",629780,640773,"collection_date","05-Jun-18"
"292",221532,482912,"collection_date","05-Jun-18"
"293",236412,180627,"collection_date","05-Jun-18"
"294",852450,105493,"collection_date","05-Jun-18"
"295",882159,835958,"collection_date","05-Jun-18"
"296",329062,354382,"collection_date","05-Jun-18"
"297",617909,804177,"collection_date","05-Jun-18"
"298",276763,567681,"collection_date","05-Jun-18"
"299",612045,609686,"collection_date","05-Jun-18"
"300",122992,781120,"collection_date","05-Jun-18"
"301",168287,880676,"collection_date","05-Jun-18"
"302",385928,737588,"collection_date","05-Jun-18"
"303",828469,329536,"collection_date","05-Jun-18"
"304",114621,552562,"collection_date","05-Jun-18"
"305",351267,693064,"collection_date","05-Jun-18"
"306",283979,143647,"collection_date","05-Jun-18"
"307",578842,345733,"collection_date","05-Jun-18"
"308",383191,453696,"collection_date","05-Jun-18"
"309",447917,396948,"collection_date","05-Jun-18"
"310",188097,968342,"collection_date","05-Jun-18"
"311",164003,431548,"collection_date","05-Jun-18"
"312",792928,652935,"collection_date","05-Jun-18"
"313",263208,849954,"collection_date","05-Jun-18"
"314",411180,724225,"collection_date","05-Jun-18"
"315",478446,514726,"collection_date","05-Jun-18"
"316",936328,756367,"collection_date","05-Jun-18"
"317",789437,698349,"collection_date","05-Jun-18"
"318",423781,885895,"collection_date","05-Jun-18"
"319",955373,265076,"collection_date","05-Jun-18"
"320",439330,884476,"collection_date","05-Jun-18"
"321",925298,497237,"collection_date","05-Jun-18"
"322",635517,711429,"collection_date","05-Jun-18"
"323",228206,506631,"collection_date","05-Jun-18"
"324",272224,837365,"collection_date","05-Jun-18"
"325",614468,143876,"collection_date","05-Jun-18"
"326",369022,834375,"collection_date","05-Jun-18"
"327",111957,916232,"collection_date","05-Jun-18"
"328",277150,856443,"collection_date","05-Jun-18"
"329",308052,648320,"collection_date","05-Jun-18"
"330",126938,204600,"collection_date","05-Jun-18"
"331",749538,483614,"collection_date","05-Jun-18"
"332",499730,687651,"collection_date","05-Jun-18"
"333",926810,235202,"collection_date","05-Jun-18"
"334",841724,842745,"collection_date","05-Jun-18"
"335",119708,706765,"collection_date","05-Jun-18"
"336",732803,108399,"collection_date","05-Jun-18"
"337",267444,206835,"collection_date","05-Jun-18"
"338",788670,280142,"collection_date","05-Jun-18"
"339",281100,253164,"collection_date","05-Jun-18"
"340",192538,453661,"collection_date","05-Jun-18"
"341",688999,377940,"collection_date","05-Jun-18"
"342",846362,730096,"collection_date","05-Jun-18"
"343",521634,621879,"collection_date","05-Jun-18"
"344",996215,579203,"collection_date","05-Jun-18"
"345",169810,203664,"collection_date","05-Jun-18"
"346",783040,939415,"collection_date","05-Jun-18"
"347",639089,233828,"collection_date","05-Jun-18"
"348",319449,913968,"collection_date","05-Jun-18"
"349",469177,610951,"collection_date","05-Jun-18"
"350",784312,168305,"collection_date","05-Jun-18"
"351",494083,229095,"collection_date","05-Jun-18"
"352",930922,316036,"collection_date","05-Jun-18"
"353",545189,276728,"collection_date","05-Jun-18"
"354",754331,611091,"collection_date","05-Jun-18"
"355",897656,284680,"collection_date","05-Jun-18"
"356",417198,987867,"collection_date","05-Jun-18"
"357",409426,477402,"collection_date","05-Jun-18"
"358",797237,540502,"collection_date","05-Jun-18"
"359",748567,690579,"collection_date","06-Jun-18"
"360",681285,958977,"collection_date","06-Jun-18"
"361",840538,252420,"collection_date","06-Jun-18"
"362",150799,165621,"collection_date","06-Jun-18"
"363",282244,551286,"collection_date","06-Jun-18"
"364",968012,487813,"collection_date","06-Jun-18"
"365",197165,860272,"collection_date","06-Jun-18"
"366",168363,602765,"collection_date","06-Jun-18"
"367",919185,248458,"collection_date","06-Jun-18"
"368",469327,315360,"collection_date","06-Jun-18"
"369",829824,127094,"collection_date","06-Jun-18"
"370",465211,290712,"collection_date","06-Jun-18"
"371",772463,184931,"collection_date","06-Jun-18"
"372",920009,848190,"collection_date","06-Jun-18"
"373",611694,410757,"collection_date","06-Jun-18"
"374",520870,176548,"collection_date","06-Jun-18"
"375",628429,212079,"collection_date","06-Jun-18"
"376",918959,237456,"collection_date","06-Jun-18"
"377",377608,916874,"collection_date","06-Jun-18"
"378",516912,723010,"collection_date","06-Jun-18"
"379",973714,198288,"collection_date","06-Jun-18"
"380",157776,717018,"collection_date","06-Jun-18"
"381",415558,607662,"collection_date","06-Jun-18"
"382",182433,227883,"collection_date","06-Jun-18"
"383",261736,752329,"collection_date","06-Jun-18"
"384",722145,638190,"collection_date","06-Jun-18"
"385",247808,605238,"collection_date","06-Jun-18"
"386",214089,652401,"collection_date","06-Jun-18"
"387",864759,836642,"collection_date","06-Jun-18"
"388",422184,404166,"collection_date","06-Jun-18"
"389",619929,826939,"collection_date","06-Jun-18"
"390",836400,527561,"collection_date","06-Jun-18"
"391",509029,323860,"collection_date","06-Jun-18"
"392",728844,802802,"collection_date","06-Jun-18"
"393",562748,709557,"collection_date","06-Jun-18"
"394",458916,332280,"collection_date","06-Jun-18"
"395",875830,923060,"collection_date","06-Jun-18"
"396",440338,320818,"collection_date","06-Jun-18"
"397",653817,594849,"collection_date","06-Jun-18"
"398",492822,827614,"collection_date","06-Jun-18"
"399",736395,519405,"collection_date","06-Jun-18"
"400",407822,591652,"collection_date","06-Jun-18"
"401",611436,527700,"collection_date","06-Jun-18"
"402",570366,821865,"collection_date","06-Jun-18"
"403",825226,974524,"collection_date","06-Jun-18"
"404",271672,266922,"collection_date","06-Jun-18"
