"","hh_id","plot_id","fertilizer","application_time","application_amount"
"52986",881357,955394,"dap",0,881357
"52987",480335,490809,"dap",0,480335
"52988",574095,839813,"dap",0,574095
"52989",553827,340755,"dap",0,553827
"52990",716099,122046,"dap",0,716099
"52991",378892,300367,"dap",0,378892
"52992",546394,842769,"dap",0,546394
"52993",122641,835888,"dap",0,122641
"52994",175887,657260,"dap",0,175887
"52995",629633,710718,"dap",0,629633
"52996",478152,299269,"dap",0,478152
"52997",181153,786495,"dap",0,181153
"52998",972022,473776,"dap",0,972022
"52999",890212,121950,"dap",0,890212
"53000",601500,489377,"dap",0,601500
"53001",862252,949175,"dap",0,862252
"53002",627101,261930,"dap",0,627101
"53003",703949,920795,"dap",0,703949
"53004",198744,976426,"dap",0,198744
"53005",883724,360287,"dap",0,883724
"53006",610032,635136,"dap",0,610032
"53007",522448,741989,"dap",0,522448
"53008",279730,692887,"dap",0,279730
"53009",224203,973505,"dap",0,224203
"53010",826057,853624,"dap",0,826057
"53011",578573,648197,"dap",0,578573
"53012",298893,474334,"dap",0,298893
"53013",253679,427990,"dap",0,253679
"53014",922722,353648,"dap",0,922722
"53015",431196,190509,"dap",0,431196
"53016",417299,732497,"dap",0,417299
"53017",580967,268892,"dap",0,580967
"53018",944467,606326,"dap",0,944467
"53019",695063,886589,"dap",0,695063
"53020",279979,526049,"dap",0,279979
"53021",915954,135518,"dap",0,915954
"53022",664506,588943,"dap",0,664506
"53023",463101,458240,"dap",0,463101
"53024",926760,202579,"dap",0,926760
"53025",334705,975792,"dap",0,334705
"53026",895402,739872,"dap",0,895402
"53027",470460,744188,"dap",0,470460
"53028",639063,307115,"dap",0,639063
"53029",690201,413893,"dap",0,690201
"53030",900011,722040,"dap",0,900011
"53031",955198,856126,"dap",0,955198
"53032",976592,417474,"dap",0,976592
"53033",986466,164588,"dap",0,986466
"53034",223858,110945,"dap",0,223858
"53035",330731,789152,"dap",0,330731
"53036",330350,913246,"dap",0,330350
"53037",404743,810394,"dap",0,404743
"53038",309900,769518,"dap",0,309900
"53039",810652,409531,"dap",0,810652
"53040",871813,515391,"dap",0,871813
"53041",231906,876310,"dap",0,231906
"53042",961769,815468,"dap",0,961769
"53043",467145,298745,"dap",0,467145
"53044",184016,219432,"dap",0,184016
"53045",826635,151641,"dap",0,826635
"53046",239656,115194,"dap",0,239656
"53047",862167,434129,"dap",0,862167
"53048",620871,238944,"dap",0,620871
"53049",157481,669780,"dap",0,157481
"53050",717534,390746,"dap",0,717534
"53051",511077,339371,"dap",0,511077
"53052",690689,123359,"dap",0,690689
"53053",712453,800391,"dap",0,712453
"53054",995580,378862,"dap",0,995580
"53055",329715,847517,"dap",0,329715
"53056",649161,285095,"dap",0,649161
"53057",595901,590730,"dap",0,595901
"53058",728118,138132,"dap",0,728118
"53059",499753,977541,"dap",0,499753
"53060",600591,719155,"dap",0,600591
"53061",967599,435942,"dap",0,967599
"53062",406122,670998,"dap",0,406122
"53063",728325,403681,"dap",0,728325
"53064",585099,871529,"dap",0,585099
"53065",628871,460986,"dap",0,628871
"53066",711061,296783,"dap",0,711061
"53067",366167,739774,"dap",0,366167
"53068",360582,151293,"dap",0,360582
"53069",346611,248962,"dap",0,346611
"53070",322508,728052,"dap",0,322508
"53071",333453,558780,"dap",0,333453
"53072",887280,818822,"dap",0,887280
"53073",176336,358988,"dap",0,176336
"53074",344905,384661,"dap",0,344905
"53075",300151,914462,"dap",0,300151
"53076",630071,414564,"dap",0,630071
"53077",501216,138824,"dap",0,501216
"53078",566035,492744,"dap",0,566035
"53079",955897,179485,"dap",0,955897
"53080",486443,170561,"dap",0,486443
"53081",838088,566394,"dap",0,838088
"53082",948941,263981,"dap",0,948941
"53083",557905,617098,"dap",0,557905
"53084",361422,573782,"dap",0,361422
"53085",455072,241362,"dap",0,455072
"53086",222191,598843,"dap",0,222191
"53087",851720,287369,"dap",0,851720
"53088",606964,899951,"dap",0,606964
"53089",115931,731273,"dap",0,115931
"53090",180425,544573,"dap",0,180425
"53091",614838,327203,"dap",0,614838
"53092",714233,596333,"dap",0,714233
"53093",603163,619204,"dap",0,603163
"53094",504382,681911,"dap",0,504382
"53095",318492,432178,"dap",0,318492
"53096",640274,667821,"dap",0,640274
"53097",529723,144831,"dap",0,529723
"53098",967591,220837,"dap",0,967591
"53099",684468,364579,"dap",0,684468
"53100",758869,898929,"dap",0,758869
"53101",551341,715373,"dap",0,551341
"53102",972142,571590,"dap",0,972142
"53103",632692,777704,"dap",0,632692
"53104",339069,823152,"dap",0,339069
"53105",340446,585671,"dap",0,340446
"53106",748269,145065,"dap",0,748269
"53107",620396,640807,"dap",0,620396
"53108",587772,280017,"dap",0,587772
"53109",921775,881136,"dap",0,921775
"53110",239127,617555,"dap",0,239127
"53111",387121,893881,"dap",0,387121
"53112",892100,503596,"dap",0,892100
"53113",307211,374696,"dap",0,307211
"53114",343828,190670,"dap",0,343828
"53115",641845,819942,"dap",0,641845
"53116",622456,109149,"dap",0,622456
"53117",537271,366048,"dap",0,537271
"53118",799607,465638,"dap",0,799607
"53119",975891,489261,"dap",0,975891
"53120",950897,570308,"dap",0,950897
"53121",271553,341117,"dap",0,271553
"53122",115524,331156,"dap",0,115524
"53123",577473,481929,"dap",0,577473
"53124",439432,570335,"dap",0,439432
"53125",569146,969837,"dap",0,569146
"53126",685314,295541,"dap",0,685314
"53127",978187,938324,"dap",0,978187
"53128",681442,547474,"dap",0,681442
"53129",988856,555975,"dap",0,988856
"53130",299558,954818,"dap",0,299558
"53131",655519,284073,"dap",0,655519
"53132",442163,542580,"dap",0,442163
"53133",509943,955098,"dap",0,509943
"53134",357987,308316,"dap",0,357987
"53135",107122,879501,"dap",0,107122
"53136",942090,167351,"dap",0,942090
"53137",879715,331326,"dap",0,879715
"53138",693517,772208,"dap",0,693517
"53139",494693,791407,"dap",0,494693
"53140",215573,955588,"dap",0,215573
"53141",275643,294022,"dap",0,275643
"53142",280665,368667,"dap",0,280665
"53143",999837,765483,"dap",0,999837
"53144",112089,122009,"dap",0,112089
"53145",867362,884200,"dap",0,867362
"53146",710731,464541,"dap",0,710731
"53147",630732,731767,"dap",0,630732
"53148",474164,639017,"dap",0,474164
"53149",315867,597422,"dap",0,315867
"53150",452883,772273,"dap",0,452883
"53151",439913,944602,"dap",0,439913
"53152",617436,720537,"dap",0,617436
"53153",973721,822909,"dap",0,973721
"53154",750986,764606,"dap",0,750986
"53155",115874,961017,"dap",0,115874
"53156",784334,680720,"dap",0,784334
"53157",952915,288193,"dap",0,952915
"53158",263978,937637,"dap",0,263978
"53159",676019,249852,"dap",0,676019
"53160",608582,798964,"dap",0,608582
"53161",596884,957010,"dap",0,596884
"53162",871502,245420,"dap",0,871502
"53163",363976,828859,"dap",0,363976
"53164",547661,506987,"dap",0,547661
"53165",194187,467673,"dap",0,194187
"53166",342429,648753,"dap",0,342429
"53167",874337,850919,"dap",0,874337
"53168",446715,793320,"dap",0,446715
"53169",923375,639930,"dap",0,923375
"53170",744167,261929,"dap",0,744167
"53171",428519,732191,"dap",0,428519
"53172",114199,907492,"dap",0,114199
"53173",134980,548329,"dap",0,134980
"53174",192546,494418,"dap",0,192546
"53175",937258,995925,"dap",0,937258
"53176",762616,589064,"dap",0,762616
"53177",947226,920379,"dap",0,947226
"53178",192456,971465,"dap",0,192456
"53179",531852,948388,"dap",0,531852
"53180",951838,524278,"dap",0,951838
"53181",915192,882028,"dap",0,915192
"53182",724466,292314,"dap",0,724466
"53183",610089,909447,"dap",0,610089
"53184",103755,885849,"dap",0,103755
"53185",619994,263622,"dap",0,619994
"53186",928573,175566,"dap",0,928573
"53187",829687,359893,"dap",0,829687
"53188",964774,332303,"dap",0,964774
"53189",827346,111375,"dap",0,827346
"53190",442791,793243,"dap",0,442791
"53191",440788,508826,"dap",0,440788
"53192",146359,636053,"dap",0,146359
"53193",470075,220382,"dap",0,470075
"53194",632004,584108,"dap",0,632004
"53195",171932,827181,"dap",0,171932
"53196",689934,600763,"dap",0,689934
"53197",880179,941022,"dap",0,880179
"53198",647475,373126,"dap",0,647475
"53199",585810,881172,"dap",0,585810
"53200",404971,319690,"dap",0,404971
"53201",414742,524863,"dap",0,414742
"53202",989906,428862,"dap",0,989906
"53203",753195,766440,"dap",0,753195
"53204",547996,229705,"dap",0,547996
"53205",190505,973069,"dap",0,190505
"53206",865834,324514,"dap",0,865834
"53207",472727,845291,"dap",0,472727
"53208",971861,247756,"dap",0,971861
"53209",881861,260236,"dap",0,881861
"53210",975060,858623,"dap",0,975060
"53211",127736,390482,"dap",0,127736
"53212",660904,526418,"dap",0,660904
"53213",757287,661561,"dap",0,757287
"53214",646220,131822,"dap",0,646220
"53215",388353,234911,"dap",0,388353
"53216",161004,421265,"dap",0,161004
"53217",717992,750126,"dap",0,717992
"53218",988978,213584,"dap",0,988978
"53219",705362,574866,"dap",0,705362
"53220",860711,824349,"dap",0,860711
"53221",642695,984205,"dap",0,642695
"53222",464870,922103,"dap",0,464870
"53223",695368,393297,"dap",0,695368
"53224",585115,729172,"dap",0,585115
"53225",505186,618400,"dap",0,505186
"53226",740577,536347,"dap",0,740577
"53227",375657,622884,"dap",0,375657
"53228",478687,505934,"dap",0,478687
"53229",735251,987126,"dap",0,735251
"53230",738092,149143,"dap",0,738092
"53231",192850,649836,"dap",0,192850
"53232",403848,483982,"dap",0,403848
"53233",460187,574327,"dap",0,460187
"53234",259406,534085,"dap",0,259406
"53235",848792,958925,"dap",0,848792
"53236",412010,685570,"dap",0,412010
"53237",731337,944953,"dap",0,731337
"53238",310190,197783,"dap",0,310190
"53239",776205,854418,"dap",0,776205
"53240",289082,200803,"dap",0,289082
"53241",348060,943907,"dap",0,348060
"53242",720738,942902,"dap",0,720738
"53243",558792,812402,"dap",0,558792
"53244",536255,563792,"dap",0,536255
"53245",275713,276811,"dap",0,275713
"53246",609800,998553,"dap",0,609800
"53247",868087,165131,"dap",0,868087
"53248",427460,519087,"dap",0,427460
"53249",975411,141512,"dap",0,975411
"53250",213501,156358,"dap",0,213501
"53251",237465,408288,"dap",0,237465
"53252",543732,120231,"dap",0,543732
"53253",791645,663816,"dap",0,791645
"53254",397345,629988,"dap",0,397345
"53255",184651,796372,"dap",0,184651
"53256",596447,256134,"dap",0,596447
"53257",281891,485204,"dap",0,281891
"53258",812265,787983,"dap",0,812265
"53259",366015,288005,"dap",0,366015
"53260",976561,270433,"dap",0,976561
"53261",641403,244017,"dap",0,641403
"53262",880313,650717,"dap",0,880313
"53263",950593,608497,"dap",0,950593
"53264",734603,519719,"dap",0,734603
"53265",373677,476465,"dap",0,373677
"53266",549234,303493,"dap",0,549234
"53267",417556,620884,"dap",0,417556
"53268",172740,354742,"dap",0,172740
"53269",772251,722377,"dap",0,772251
"53270",562257,547040,"dap",0,562257
"53271",769299,102721,"dap",0,769299
"53272",111649,293453,"dap",0,111649
"53273",360548,123082,"dap",0,360548
"53274",735540,370452,"dap",0,735540
"53275",711325,449225,"dap",0,711325
"53276",639832,904710,"dap",0,639832
"53277",875119,433962,"dap",0,875119
"53278",541901,840822,"dap",0,541901
"53279",297832,256727,"dap",0,297832
"53280",679414,208124,"dap",0,679414
"53281",460107,215493,"dap",0,460107
"53282",613436,268451,"dap",0,613436
"53283",232893,764882,"dap",0,232893
"53284",958274,507919,"dap",0,958274
"53285",448172,952776,"dap",0,448172
"53286",673977,221154,"dap",0,673977
"53287",873317,506196,"dap",0,873317
"53288",590127,386851,"dap",0,590127
"53289",302176,844172,"dap",0,302176
"53290",525939,141783,"dap",0,525939
"53291",241043,340945,"dap",0,241043
"53292",997209,522676,"dap",0,997209
"53293",389898,623673,"dap",0,389898
"53294",749763,532935,"dap",0,749763
"53295",676401,217255,"dap",0,676401
"53296",298044,834453,"dap",0,298044
"53297",150831,772202,"dap",0,150831
"53298",358131,526350,"dap",0,358131
"53299",236324,314421,"dap",0,236324
"53300",145694,748066,"dap",0,145694
"53301",829763,163058,"dap",0,829763
"53302",706307,928588,"dap",0,706307
"53303",521630,304453,"dap",0,521630
"53304",228974,220184,"dap",0,228974
"53305",166782,272200,"dap",0,166782
"53306",889759,162908,"dap",0,889759
"53307",442478,558489,"dap",0,442478
"53308",624482,450757,"dap",0,624482
"53309",528535,161110,"dap",0,528535
"53310",297434,734968,"dap",0,297434
"53311",267416,120785,"dap",0,267416
"53312",363144,709877,"dap",0,363144
"53313",221522,141126,"dap",0,221522
"53314",674111,925409,"dap",0,674111
"53315",605088,162124,"dap",0,605088
"53316",775793,357388,"dap",0,775793
"53317",472083,940412,"dap",0,472083
"53318",237055,875435,"dap",0,237055
"53319",153280,454738,"dap",0,153280
"53320",128415,169723,"dap",0,128415
"53321",270319,950128,"dap",0,270319
"53322",227959,732969,"dap",0,227959
"53323",102804,375414,"dap",0,102804
"53324",515607,857086,"dap",0,515607
"53325",291074,721282,"dap",0,291074
"53326",870370,904597,"dap",0,870370
"53327",785444,601335,"dap",0,785444
"53328",877075,368561,"dap",0,877075
"53329",136785,243377,"dap",0,136785
"53330",639934,182647,"dap",0,639934
"53331",928465,688448,"dap",0,928465
"53332",201566,361232,"dap",0,201566
"53333",966846,351817,"dap",0,966846
"53334",194882,892152,"dap",0,194882
"53335",501655,113808,"dap",0,501655
"53336",313365,603796,"dap",0,313365
"53337",535181,740566,"dap",0,535181
"53338",996371,658898,"dap",0,996371
"53339",659486,511299,"dap",0,659486
"53340",425263,576069,"dap",0,425263
"53341",873948,988276,"dap",0,873948
"53342",888964,309181,"dap",0,888964
"53343",899428,914309,"dap",0,899428
"53344",618693,289117,"dap",0,618693
"53345",603783,644773,"dap",0,603783
"53346",538851,867892,"dap",0,538851
"53347",725045,270961,"dap",0,725045
"53348",981851,411692,"dap",0,981851
"53349",242369,893859,"dap",0,242369
"53350",585935,144797,"dap",0,585935
"53351",779705,875350,"dap",0,779705
"53352",593004,834936,"dap",0,593004
"53353",724262,335006,"dap",0,724262
"53354",783856,517137,"dap",0,783856
"53355",458021,446475,"dap",0,458021
"53356",809739,499097,"dap",0,809739
"53357",869723,437409,"dap",0,869723
"53358",588295,907938,"dap",0,588295
"53359",671624,806625,"dap",0,671624
"53360",257760,753614,"dap",0,257760
"53361",799397,550057,"dap",0,799397
"53362",546034,354594,"dap",0,546034
"53363",624570,738865,"dap",0,624570
"53364",117809,248167,"dap",0,117809
"53365",838494,641563,"dap",0,838494
"53366",380552,577878,"dap",0,380552
"53367",895333,515707,"dap",0,895333
"53368",748425,490951,"dap",0,748425
"53369",478194,953178,"dap",0,478194
"53370",567584,442123,"dap",0,567584
"53371",869600,610324,"dap",0,869600
"53372",610564,318795,"dap",0,610564
"53373",511326,562701,"dap",0,511326
"53374",840964,692534,"dap",0,840964
"53375",637592,673199,"dap",0,637592
"53376",398537,988000,"dap",0,398537
"53377",273735,809408,"dap",0,273735
"53378",283892,352262,"dap",0,283892
"53379",848144,340992,"dap",0,848144
"53380",256638,934983,"dap",0,256638
"53381",907969,760785,"dap",0,907969
"53382",681966,591389,"dap",0,681966
"53383",357354,976545,"dap",0,357354
"53384",739842,417105,"dap",0,739842
"53385",795742,293858,"dap",0,795742
"53386",968632,103114,"dap",0,968632
"53387",487819,933546,"dap",0,487819
"53388",309402,814462,"dap",0,309402
"53389",750429,934840,"dap",0,750429
"53390",326662,105119,"dap",0,326662
"53391",676141,713154,"dap",0,676141
"53392",205635,320232,"dap",0,205635
"53393",330427,405705,"dap",0,330427
"53394",973499,489487,"dap",0,973499
"53395",397863,999412,"dap",0,397863
"53396",264051,634292,"dap",0,264051
"53397",212750,323277,"dap",0,212750
"53398",437352,250738,"dap",0,437352
"53399",569025,255381,"dap",0,569025
"53400",594904,617588,"dap",0,594904
"53401",631931,270773,"dap",0,631931
"53402",183046,615146,"dap",0,183046
"53403",389381,578022,"dap",0,389381
"53404",485863,749955,"dap",0,485863
"53405",992363,536344,"dap",0,992363
"53406",199598,345660,"dap",0,199598
"53407",454167,143206,"dap",0,454167
"53408",422822,295772,"dap",0,422822
"53409",235729,533820,"dap",0,235729
"53410",157390,113114,"dap",0,157390
"53411",376872,588693,"dap",0,376872
"53412",855497,361462,"dap",0,855497
"53413",626459,136749,"dap",0,626459
"53414",312834,913477,"dap",0,312834
"53415",328809,862121,"dap",0,328809
"53416",681538,796356,"dap",0,681538
"53417",485858,586682,"dap",0,485858
"53418",497324,370393,"dap",0,497324
"53419",441195,875181,"dap",0,441195
"53420",826227,223560,"dap",0,826227
"53421",693391,858518,"dap",0,693391
"53422",659993,913543,"dap",0,659993
"53423",819746,331333,"dap",0,819746
"53424",480481,776223,"dap",0,480481
"53425",865478,830257,"dap",0,865478
"53426",253613,458744,"dap",0,253613
"53427",937735,985219,"dap",0,937735
"53428",513159,352089,"dap",0,513159
"53429",731428,345856,"dap",0,731428
"53430",552430,301529,"dap",0,552430
"53431",363799,532694,"dap",0,363799
"53432",937399,867329,"dap",0,937399
"53433",289561,939385,"dap",0,289561
"53434",124558,390813,"dap",0,124558
"53435",648589,625147,"dap",0,648589
"53436",203286,535389,"dap",0,203286
"53437",410020,330299,"dap",0,410020
"53438",279784,253455,"dap",0,279784
"53439",112525,586945,"dap",0,112525
"53440",593072,769944,"dap",0,593072
"53441",886931,953163,"dap",0,886931
"53442",846212,607876,"dap",0,846212
"53443",640319,770589,"dap",0,640319
"53444",412728,474393,"dap",0,412728
"53445",408233,172879,"dap",0,408233
"53446",316791,773338,"dap",0,316791
"53447",952938,860241,"dap",0,952938
"53448",763249,909323,"dap",0,763249
"53449",921843,643424,"dap",0,921843
"53450",310483,221739,"dap",0,310483
"53451",604573,766396,"dap",0,604573
"53452",209823,303626,"dap",0,209823
"53453",894727,474500,"dap",0,894727
"53454",625168,636458,"dap",0,625168
"53455",976349,486650,"dap",0,976349
"53456",235251,274239,"dap",0,235251
"53457",643842,411989,"dap",0,643842
"53458",807221,240369,"dap",0,807221
"53459",886398,276300,"dap",0,886398
"53460",549364,248133,"dap",0,549364
"53461",883408,949552,"dap",0,883408
"53462",214049,217634,"dap",0,214049
"53463",505393,605376,"dap",0,505393
"53464",599820,963373,"dap",0,599820
"53465",217337,339085,"dap",0,217337
"53466",464310,776888,"dap",0,464310
"53467",658774,716839,"dap",0,658774
"53468",745201,114845,"dap",0,745201
"53469",806267,616304,"dap",0,806267
"53470",308444,988846,"dap",0,308444
"53471",521914,478578,"dap",0,521914
"53472",442662,946790,"dap",0,442662
"53473",361869,488135,"dap",0,361869
"53474",624267,998466,"dap",0,624267
"53475",317682,604521,"dap",0,317682
"53476",738156,774543,"dap",0,738156
"53477",353869,834424,"dap",0,353869
"53478",193636,420613,"dap",0,193636
"53479",714223,630286,"dap",0,714223
"53480",270339,375067,"dap",0,270339
"53481",311452,942650,"dap",0,311452
"53482",926169,338796,"dap",0,926169
"53483",462993,339349,"dap",0,462993
"53484",710385,674795,"dap",0,710385
"53485",218153,507004,"dap",0,218153
"53486",604314,551164,"dap",0,604314
"53487",996569,672053,"dap",0,996569
"53488",740274,510797,"dap",0,740274
"53489",156659,686606,"dap",0,156659
"53490",316730,225588,"dap",0,316730
"53491",136279,990397,"dap",0,136279
"53492",304309,954447,"dap",0,304309
"53493",135302,336306,"dap",0,135302
"53494",763954,541543,"dap",0,763954
"53495",982089,110274,"dap",0,982089
"53496",954622,639150,"dap",0,954622
"53497",740569,218026,"dap",0,740569
"53498",190403,755178,"dap",0,190403
"53499",381360,394636,"dap",0,381360
"53500",862862,551738,"dap",0,862862
"53501",770103,874785,"dap",0,770103
"53502",798556,869657,"dap",0,798556
"53503",163029,650079,"dap",0,163029
"53504",159748,999912,"dap",0,159748
"53505",586178,826690,"dap",0,586178
"53506",279893,345904,"dap",0,279893
"53507",251624,947401,"dap",0,251624
"53508",709167,942973,"dap",0,709167
"53509",320893,512754,"dap",0,320893
"53510",733246,911669,"dap",0,733246
"53511",155563,774506,"dap",0,155563
"53512",949126,203773,"dap",0,949126
"53513",424526,899918,"dap",0,424526
"53514",131365,513920,"dap",0,131365
"53515",420888,703519,"dap",0,420888
"53516",618218,474243,"dap",0,618218
"53517",460927,926318,"dap",0,460927
"53518",486343,889507,"dap",0,486343
"53519",464417,148466,"dap",0,464417
"53520",336678,187105,"dap",0,336678
"53521",272786,211465,"dap",0,272786
"53522",462393,423022,"dap",0,462393
"53523",801234,643477,"dap",0,801234
"53524",485644,141673,"dap",0,485644
"53525",689987,407907,"dap",0,689987
"53526",615505,951075,"dap",0,615505
"53527",600167,107811,"dap",0,600167
"53528",770286,595288,"dap",0,770286
"53529",231622,376988,"dap",0,231622
"53530",629032,370480,"dap",0,629032
"53531",842676,662233,"dap",0,842676
"53532",699950,524366,"dap",0,699950
"53533",226267,880028,"dap",0,226267
"53534",492866,956098,"dap",0,492866
"53535",265260,223611,"dap",0,265260
"53536",110283,570174,"dap",0,110283
"53537",878181,922541,"dap",0,878181
"53538",931432,883100,"dap",0,931432
"53539",838584,720632,"dap",0,838584
"53540",869953,758875,"dap",0,869953
"53541",868286,534568,"dap",0,868286
"53542",973035,922787,"dap",0,973035
"53543",426621,902730,"dap",0,426621
"53544",584168,649567,"dap",0,584168
"53545",256358,681142,"dap",0,256358
"53546",122034,362958,"dap",0,122034
"53547",872364,800436,"dap",0,872364
"53548",707076,219884,"dap",0,707076
"53549",658385,158616,"dap",0,658385
"53550",295917,166162,"dap",0,295917
"53551",943745,249600,"dap",0,943745
"53552",442444,379475,"dap",0,442444
"53553",535801,827992,"dap",0,535801
"53554",457935,835012,"dap",0,457935
"53555",456268,450723,"dap",0,456268
"53556",560518,920976,"dap",0,560518
"53557",339515,240319,"dap",0,339515
"53558",175550,562506,"dap",0,175550
"53559",194642,627186,"dap",0,194642
"53560",972455,859582,"dap",0,972455
"53561",283557,680509,"dap",0,283557
"53562",220753,303356,"dap",0,220753
"53563",669388,532670,"dap",0,669388
"53564",940691,851435,"dap",0,940691
"53565",179107,574362,"dap",0,179107
"53566",131986,762018,"dap",0,131986
"53567",891712,715694,"dap",0,891712
"53568",601760,874686,"dap",0,601760
"53569",904591,621526,"dap",0,904591
"53570",939412,609721,"dap",0,939412
"53571",904715,805798,"dap",0,904715
"53572",685290,730007,"dap",0,685290
"53573",355581,649871,"dap",0,355581
"53574",548663,497428,"dap",0,548663
"53575",191945,970269,"dap",0,191945
"53576",548117,182831,"dap",0,548117
"53577",916314,657747,"dap",0,916314
"53578",183550,781420,"dap",0,183550
"53579",882889,322339,"dap",0,882889
"53580",785937,807310,"dap",0,785937
"53581",810204,674149,"dap",0,810204
"53582",752615,594720,"dap",0,752615
"53583",899072,367978,"dap",0,899072
"53584",464311,337951,"dap",0,464311
"53585",276534,925198,"dap",0,276534
"53586",509783,831282,"dap",0,509783
"53587",453129,312589,"dap",0,453129
"53588",630802,230584,"dap",0,630802
"53589",507068,686183,"dap",0,507068
"53590",951762,792101,"dap",0,951762
"53591",340794,703967,"dap",0,340794
"53592",411546,533152,"dap",0,411546
"53593",567731,424741,"dap",0,567731
"53594",878358,471030,"dap",0,878358
"53595",157608,798248,"dap",0,157608
"53596",731221,816647,"dap",0,731221
"53597",153887,122959,"dap",0,153887
"53598",277664,542223,"dap",0,277664
"53599",432854,576950,"dap",0,432854
"53600",947491,646230,"dap",0,947491
"53601",736012,584082,"dap",0,736012
"53602",862518,118075,"dap",0,862518
"53603",885182,476877,"dap",0,885182
"53604",158139,556050,"dap",0,158139
"53605",130602,555145,"dap",0,130602
"53606",336488,387283,"dap",0,336488
"53607",892728,304688,"dap",0,892728
"53608",885067,499948,"dap",0,885067
"53609",408352,383463,"dap",0,408352
"53610",460011,126199,"dap",0,460011
"53611",421114,760648,"dap",0,421114
"53612",822632,660668,"dap",0,822632
"53613",191338,998022,"dap",0,191338
"53614",406209,695935,"dap",0,406209
"53615",779840,524947,"dap",0,779840
"53616",983776,575219,"dap",0,983776
"53617",578354,751277,"dap",0,578354
"53618",874621,572432,"dap",0,874621
"53619",725613,239413,"dap",0,725613
"53620",978958,186216,"dap",0,978958
"53621",997599,652806,"dap",0,997599
"53622",363895,854594,"dap",0,363895
"53623",366503,192428,"dap",0,366503
"53624",573417,987695,"dap",0,573417
"53625",855663,191641,"dap",0,855663
"53626",375789,695097,"dap",0,375789
"53627",796672,579043,"dap",0,796672
"53628",259402,486803,"dap",0,259402
"53629",978193,272726,"dap",0,978193
"53630",863559,295727,"dap",0,863559
"53631",460759,211720,"dap",0,460759
"53632",412250,942778,"dap",0,412250
"53633",213516,959824,"dap",0,213516
"53634",589280,862850,"dap",0,589280
"53635",538988,971636,"dap",0,538988
"53636",130957,914713,"dap",0,130957
"53637",143071,649750,"dap",0,143071
"53638",612819,352531,"dap",0,612819
"53639",665456,789292,"dap",0,665456
"53640",214476,283313,"dap",0,214476
"53641",950568,518073,"dap",0,950568
"53642",396062,242586,"dap",0,396062
"53643",124071,747388,"dap",0,124071
"53644",915666,757797,"dap",0,915666
"53645",471020,242318,"dap",0,471020
"53646",647685,438010,"dap",0,647685
"53647",133581,959205,"dap",0,133581
"53648",903318,227518,"dap",0,903318
"53649",376736,573831,"dap",0,376736
"53650",791924,866879,"dap",0,791924
"53651",270602,852619,"dap",0,270602
"53652",980701,879855,"dap",0,980701
"53653",380878,635763,"dap",0,380878
"53654",224722,619042,"dap",0,224722
"53655",286784,299656,"dap",0,286784
"53656",752898,962577,"dap",0,752898
"53657",526765,541300,"dap",0,526765
"53658",847599,997444,"dap",0,847599
"53659",523916,436826,"dap",0,523916
"53660",608884,858303,"dap",0,608884
"53661",601229,542672,"dap",0,601229
"53662",363846,102753,"dap",0,363846
"53663",202796,187818,"dap",0,202796
"53664",964237,414843,"dap",0,964237
"53665",214273,226597,"dap",0,214273
"53666",440904,737439,"dap",0,440904
"53667",846501,477031,"dap",0,846501
"53668",147769,322084,"dap",0,147769
"53669",384400,963064,"dap",0,384400
"53670",475354,579930,"dap",0,475354
"53671",171772,308614,"dap",0,171772
"53672",647426,475198,"dap",0,647426
"53673",567340,301669,"dap",0,567340
"53674",352154,653525,"dap",0,352154
"53675",492831,841249,"dap",0,492831
"53676",142456,959748,"dap",0,142456
"53677",455633,574468,"dap",0,455633
"53678",172697,114859,"dap",0,172697
"53679",634944,442779,"dap",0,634944
"53680",354644,168398,"dap",0,354644
"53681",767345,801521,"dap",0,767345
"53682",153113,307746,"dap",0,153113
"53683",564153,503557,"dap",0,564153
"53684",493482,141398,"dap",0,493482
"53685",167739,104507,"dap",0,167739
"53686",231414,954965,"dap",0,231414
"53687",347514,357084,"dap",0,347514
"53688",583481,584594,"dap",0,583481
"53689",926396,572927,"dap",0,926396
"53690",524590,968451,"dap",0,524590
"53691",388129,576204,"dap",0,388129
"53692",890032,651542,"dap",0,890032
"53693",684795,443065,"dap",0,684795
"53694",177906,639853,"dap",0,177906
"53695",428005,552300,"dap",0,428005
"53696",979902,607422,"dap",0,979902
"53697",491525,886910,"dap",0,491525
"53698",788079,800912,"dap",0,788079
"53699",548614,328654,"dap",0,548614
"53700",388600,655736,"dap",0,388600
"53701",974033,802099,"dap",0,974033
"53702",658737,539309,"dap",0,658737
"53703",957015,687521,"dap",0,957015
"53704",885716,783730,"dap",0,885716
"53705",688580,336377,"dap",0,688580
"53706",163884,714532,"dap",0,163884
"53707",411875,998230,"dap",0,411875
"53708",699064,490250,"dap",0,699064
"53709",440814,119965,"dap",0,440814
"53710",575682,776871,"dap",0,575682
"53711",801606,355309,"dap",0,801606
"53712",674348,880312,"dap",0,674348
"53713",160425,776422,"dap",0,160425
"53714",494398,329470,"dap",0,494398
"53715",710217,480836,"dap",0,710217
"53716",990122,334791,"dap",0,990122
"53717",935026,313130,"dap",0,935026
"53718",910615,457659,"dap",0,910615
"53719",228850,673076,"dap",0,228850
"53720",703246,255782,"dap",0,703246
