"","hh_id","plot_id","fertilizer","application_time","application_amount"
"89213",895004,429074,"npk",0,429074
"89214",551757,125312,"npk",0,125312
"89215",452637,116187,"npk",0,116187
"89216",643976,782889,"npk",0,782889
"89217",462719,993692,"npk",0,993692
"89218",799710,522112,"npk",0,522112
"89219",635550,310112,"npk",0,310112
"89220",449823,131190,"npk",0,131190
"89221",155821,214553,"npk",0,214553
"89222",243741,938277,"npk",0,938277
"89223",374461,330794,"npk",0,330794
"89224",167217,913255,"npk",0,913255
"89225",945975,435844,"npk",0,435844
"89226",698156,645908,"npk",0,645908
"89227",883151,615397,"npk",0,615397
"89228",155009,794285,"npk",0,794285
"89229",659623,277358,"npk",0,277358
"89230",411491,637083,"npk",0,637083
"89231",825497,806520,"npk",0,806520
"89232",454308,346517,"npk",0,346517
"89233",743337,590489,"npk",0,590489
"89234",271696,274977,"npk",0,274977
"89235",898120,934546,"npk",0,934546
"89236",243774,658150,"npk",0,658150
"89237",902182,394893,"npk",0,394893
"89238",684633,582049,"npk",0,582049
"89239",564830,540628,"npk",0,540628
"89240",175501,832568,"npk",0,832568
"89241",386170,158088,"npk",0,158088
"89242",640714,490824,"npk",0,490824
"89243",722812,636573,"npk",0,636573
"89244",957490,775488,"npk",0,775488
"89245",717779,849024,"npk",0,849024
"89246",703182,523955,"npk",0,523955
"89247",289121,625519,"npk",0,625519
"89248",351368,447827,"npk",0,447827
"89249",463104,939918,"npk",0,939918
"89250",195441,831618,"npk",0,831618
"89251",259883,920421,"npk",0,920421
"89252",252006,886501,"npk",0,886501
"89253",111954,717166,"npk",0,717166
"89254",400182,874249,"npk",0,874249
"89255",409583,715193,"npk",0,715193
"89256",248414,973489,"npk",0,973489
"89257",339095,893956,"npk",0,893956
"89258",197345,893270,"npk",0,893270
"89259",687386,540960,"npk",0,540960
"89260",525010,994090,"npk",0,994090
"89261",547464,176815,"npk",0,176815
"89262",543348,185979,"npk",0,185979
"89263",902329,411895,"npk",0,411895
"89264",127430,264064,"npk",0,264064
"89265",929375,166854,"npk",0,166854
"89266",193267,824784,"npk",0,824784
"89267",522938,672418,"npk",0,672418
"89268",884087,133238,"npk",0,133238
"89269",441280,959262,"npk",0,959262
"89270",367925,324029,"npk",0,324029
"89271",566234,994411,"npk",0,994411
"89272",648931,314622,"npk",0,314622
"89273",845247,822024,"npk",0,822024
"89274",131799,454622,"npk",0,454622
"89275",709478,697745,"npk",0,697745
"89276",860445,123734,"npk",0,123734
"89277",969901,976316,"npk",0,976316
"89278",378721,306807,"npk",0,306807
"89279",674667,466608,"npk",0,466608
"89280",329436,615668,"npk",0,615668
"89281",528520,745876,"npk",0,745876
"89282",909468,272333,"npk",0,272333
"89283",598773,715491,"npk",0,715491
"89284",774590,801774,"npk",0,801774
"89285",480486,999349,"npk",0,999349
"89286",593980,797247,"npk",0,797247
"89287",360028,625995,"npk",0,625995
"89288",669262,730272,"npk",0,730272
"89289",477457,166542,"npk",0,166542
"89290",853879,817347,"npk",0,817347
"89291",719792,799548,"npk",0,799548
"89292",871403,988166,"npk",0,988166
"89293",353943,364626,"npk",0,364626
"89294",823504,291989,"npk",0,291989
"89295",875287,362007,"npk",0,362007
"89296",744051,366885,"npk",0,366885
"89297",154671,213555,"npk",0,213555
"89298",612676,324658,"npk",0,324658
"89299",659261,203565,"npk",0,203565
"89300",140236,851098,"npk",0,851098
"89301",599208,666742,"npk",0,666742
"89302",752628,831145,"npk",0,831145
"89303",687214,881092,"npk",0,881092
"89304",701858,217094,"npk",0,217094
"89305",125115,738072,"npk",0,738072
"89306",214261,471603,"npk",0,471603
"89307",796868,702281,"npk",0,702281
"89308",992521,197578,"npk",0,197578
"89309",739849,822031,"npk",0,822031
"89310",298898,248650,"npk",0,248650
"89311",916592,961967,"npk",0,961967
"89312",740793,206193,"npk",0,206193
"89313",966557,189738,"npk",0,189738
"89314",351414,788325,"npk",0,788325
"89315",791794,700759,"npk",0,700759
"89316",180286,405277,"npk",0,405277
"89317",743908,702119,"npk",0,702119
"89318",233697,411137,"npk",0,411137
"89319",401384,206282,"npk",0,206282
"89320",321327,708946,"npk",0,708946
"89321",832826,862364,"npk",0,862364
"89322",154497,981406,"npk",0,981406
"89323",208254,727691,"npk",0,727691
"89324",659503,477942,"npk",0,477942
"89325",593991,923918,"npk",0,923918
"89326",822087,303044,"npk",0,303044
"89327",265019,743125,"npk",0,743125
"89328",141989,681594,"npk",0,681594
"89329",532937,912657,"npk",0,912657
"89330",618228,845743,"npk",0,845743
"89331",403135,394010,"npk",0,394010
"89332",980347,463607,"npk",0,463607
"89333",306991,740397,"npk",0,740397
"89334",840421,356712,"npk",0,356712
"89335",792239,689676,"npk",0,689676
"89336",106391,546817,"npk",0,546817
"89337",978725,808707,"npk",0,808707
"89338",478730,170490,"npk",0,170490
"89339",917606,667964,"npk",0,667964
"89340",928194,880207,"npk",0,880207
"89341",693112,920419,"npk",0,920419
"89342",125771,920371,"npk",0,920371
"89343",394569,981238,"npk",0,981238
"89344",191856,550913,"npk",0,550913
"89345",684173,245949,"npk",0,245949
"89346",788500,255066,"npk",0,255066
"89347",122934,828809,"npk",0,828809
"89348",799420,222189,"npk",0,222189
"89349",671170,252837,"npk",0,252837
"89350",983485,516953,"npk",0,516953
"89351",217692,557444,"npk",0,557444
"89352",891131,115928,"npk",0,115928
"89353",216010,330264,"npk",0,330264
"89354",367373,145516,"npk",0,145516
"89355",513845,533322,"npk",0,533322
"89356",466804,313344,"npk",0,313344
"89357",456258,851039,"npk",0,851039
"89358",891366,469711,"npk",0,469711
"89359",759445,150686,"npk",0,150686
"89360",861042,213096,"npk",0,213096
"89361",622448,537376,"npk",0,537376
"89362",135324,171960,"npk",0,171960
"89363",739453,151459,"npk",0,151459
"89364",378562,893973,"npk",0,893973
"89365",158902,841364,"npk",0,841364
"89366",411529,397209,"npk",0,397209
"89367",155879,645912,"npk",0,645912
"89368",954991,408300,"npk",0,408300
"89369",339157,277600,"npk",0,277600
"89370",333119,101121,"npk",0,101121
"89371",174195,877475,"npk",0,877475
"89372",746832,142782,"npk",0,142782
"89373",361835,359261,"npk",0,359261
"89374",496489,939655,"npk",0,939655
"89375",923331,823845,"npk",0,823845
"89376",644137,973316,"npk",0,973316
"89377",145448,392948,"npk",0,392948
"89378",712137,493562,"npk",0,493562
"89379",910028,381630,"npk",0,381630
"89380",176598,728144,"npk",0,728144
"89381",541539,173682,"npk",0,173682
"89382",139930,934071,"npk",0,934071
"89383",685703,508998,"npk",0,508998
"89384",468092,682540,"npk",0,682540
"89385",624043,515137,"npk",0,515137
"89386",819308,408843,"npk",0,408843
"89387",254814,439408,"npk",0,439408
"89388",267960,556842,"npk",0,556842
"89389",814531,679850,"npk",0,679850
"89390",421415,345134,"npk",0,345134
"89391",411762,897475,"npk",0,897475
"89392",183229,582958,"npk",0,582958
"89393",782194,137350,"npk",0,137350
"89394",795971,591877,"npk",0,591877
"89395",726219,342718,"npk",0,342718
"89396",406879,583779,"npk",0,583779
"89397",766527,920622,"npk",0,920622
"89398",584345,364785,"npk",0,364785
"89399",459192,193053,"npk",0,193053
"89400",462109,965172,"npk",0,965172
"89401",754990,409105,"npk",0,409105
"89402",800668,332780,"npk",0,332780
"89403",645232,106098,"npk",0,106098
"89404",459226,345661,"npk",0,345661
"89405",457703,847449,"npk",0,847449
"89406",357782,296947,"npk",0,296947
"89407",727977,715819,"npk",0,715819
"89408",735520,387382,"npk",0,387382
"89409",401956,499187,"npk",0,499187
"89410",895047,639674,"npk",0,639674
"89411",209869,272681,"npk",0,272681
"89412",942009,554601,"npk",0,554601
"89413",332274,315229,"npk",0,315229
"89414",865373,105747,"npk",0,105747
"89415",962442,696317,"npk",0,696317
"89416",540983,930177,"npk",0,930177
"89417",334837,909162,"npk",0,909162
"89418",326222,527587,"npk",0,527587
"89419",290918,578633,"npk",0,578633
"89420",600067,111701,"npk",0,111701
"89421",425962,682418,"npk",0,682418
"89422",688026,267412,"npk",0,267412
"89423",992598,927499,"npk",0,927499
"89424",723944,776654,"npk",0,776654
"89425",604257,240897,"npk",0,240897
"89426",471539,603234,"npk",0,603234
"89427",142210,222633,"npk",0,222633
"89428",475191,518006,"npk",0,518006
"89429",538567,465867,"npk",0,465867
"89430",528593,563961,"npk",0,563961
"89431",684614,590044,"npk",0,590044
"89432",563409,342523,"npk",0,342523
"89433",226309,948545,"npk",0,948545
"89434",575520,689826,"npk",0,689826
"89435",645392,726738,"npk",0,726738
"89436",209865,757685,"npk",0,757685
"89437",115092,666422,"npk",0,666422
"89438",596293,353605,"npk",0,353605
"89439",211188,277475,"npk",0,277475
"89440",260130,231498,"npk",0,231498
"89441",952186,712891,"npk",0,712891
"89442",135994,791479,"npk",0,791479
"89443",419464,690730,"npk",0,690730
"89444",635519,521342,"npk",0,521342
"89445",297036,557500,"npk",0,557500
"89446",854411,828711,"npk",0,828711
"89447",539018,861837,"npk",0,861837
"89448",960656,622959,"npk",0,622959
"89449",456455,383927,"npk",0,383927
"89450",815937,805666,"npk",0,805666
"89451",264447,654094,"npk",0,654094
"89452",666821,992325,"npk",0,992325
"89453",935754,921544,"npk",0,921544
"89454",855745,427143,"npk",0,427143
"89455",628720,966221,"npk",0,966221
"89456",155501,484671,"npk",0,484671
"89457",689075,200047,"npk",0,200047
"89458",491562,310224,"npk",0,310224
"89459",483332,173048,"npk",0,173048
"89460",342048,479482,"npk",0,479482
"89461",724727,523772,"npk",0,523772
"89462",799546,443669,"npk",0,443669
"89463",449455,121338,"npk",0,121338
"89464",930007,807067,"npk",0,807067
"89465",169299,925788,"npk",0,925788
"89466",566668,984939,"npk",0,984939
"89467",957115,779020,"npk",0,779020
"89468",787964,116154,"npk",0,116154
"89469",901966,999478,"npk",0,999478
"89470",366948,467197,"npk",0,467197
"89471",768795,414966,"npk",0,414966
"89472",103235,961427,"npk",0,961427
"89473",217323,941312,"npk",0,941312
"89474",281933,286535,"npk",0,286535
"89475",390115,576630,"npk",0,576630
"89476",622493,415850,"npk",0,415850
"89477",557082,414734,"npk",0,414734
"89478",540703,557144,"npk",0,557144
"89479",992362,317086,"npk",0,317086
"89480",817232,227163,"npk",0,227163
"89481",574824,193322,"npk",0,193322
"89482",198068,245956,"npk",0,245956
"89483",561741,367388,"npk",0,367388
"89484",916910,570470,"npk",0,570470
"89485",672466,319197,"npk",0,319197
"89486",792600,946490,"npk",0,946490
"89487",878275,108995,"npk",0,108995
"89488",599782,523816,"npk",0,523816
"89489",420097,294917,"npk",0,294917
"89490",441858,146540,"npk",0,146540
"89491",459688,851737,"npk",0,851737
"89492",102746,793621,"npk",0,793621
"89493",680089,113504,"npk",0,113504
"89494",712257,783913,"npk",0,783913
"89495",243670,832475,"npk",0,832475
"89496",652851,131243,"npk",0,131243
"89497",780316,448923,"npk",0,448923
"89498",709596,939905,"npk",0,939905
"89499",561358,844858,"npk",0,844858
"89500",946756,396601,"npk",0,396601
"89501",472484,636537,"npk",0,636537
"89502",708227,974201,"npk",0,974201
"89503",891139,352643,"npk",0,352643
"89504",858726,623789,"npk",0,623789
"89505",202939,542558,"npk",0,542558
"89506",526159,845508,"npk",0,845508
"89507",854380,694578,"npk",0,694578
"89508",497223,536882,"npk",0,536882
"89509",959816,226122,"npk",0,226122
"89510",262307,194867,"npk",0,194867
"89511",811075,375044,"npk",0,375044
"89512",906055,335405,"npk",0,335405
"89513",809466,765401,"npk",0,765401
"89514",964027,427456,"npk",0,427456
"89515",246668,362509,"npk",0,362509
"89516",509119,879323,"npk",0,879323
"89517",988681,878925,"npk",0,878925
"89518",725371,811760,"npk",0,811760
"89519",667943,131421,"npk",0,131421
"89520",693843,627833,"npk",0,627833
"89521",159578,835312,"npk",0,835312
"89522",684840,901036,"npk",0,901036
"89523",183473,304329,"npk",0,304329
"89524",915022,290542,"npk",0,290542
"89525",406261,662506,"npk",0,662506
"89526",642773,290721,"npk",0,290721
"89527",314280,192638,"npk",0,192638
"89528",457596,305000,"npk",0,305000
"89529",389219,434018,"npk",0,434018
"89530",811536,335281,"npk",0,335281
"89531",497004,530546,"npk",0,530546
"89532",510707,887644,"npk",0,887644
"89533",198386,472985,"npk",0,472985
"89534",180423,634381,"npk",0,634381
"89535",230210,486780,"npk",0,486780
"89536",383341,596209,"npk",0,596209
"89537",486459,343201,"npk",0,343201
"89538",745813,968078,"npk",0,968078
"89539",702649,877381,"npk",0,877381
"89540",253941,123722,"npk",0,123722
"89541",152082,250750,"npk",0,250750
"89542",144056,133303,"npk",0,133303
"89543",790705,457896,"npk",0,457896
"89544",537519,376365,"npk",0,376365
"89545",922712,789162,"npk",0,789162
"89546",602780,916586,"npk",0,916586
"89547",893479,939129,"npk",0,939129
"89548",960537,757002,"npk",0,757002
"89549",400533,670248,"npk",0,670248
"89550",451142,483372,"npk",0,483372
"89551",465429,173673,"npk",0,173673
"89552",209161,178794,"npk",0,178794
"89553",435946,673988,"npk",0,673988
"89554",319224,593799,"npk",0,593799
"89555",776467,175528,"npk",0,175528
"89556",964182,251417,"npk",0,251417
"89557",431530,502362,"npk",0,502362
"89558",588378,278335,"npk",0,278335
"89559",404246,120659,"npk",0,120659
"89560",328382,518868,"npk",0,518868
"89561",745807,179892,"npk",0,179892
"89562",862493,452545,"npk",0,452545
"89563",589340,784876,"npk",0,784876
"89564",762552,267627,"npk",0,267627
"89565",808427,615145,"npk",0,615145
"89566",342688,487826,"npk",0,487826
"89567",895589,839458,"npk",0,839458
"89568",186015,818180,"npk",0,818180
"89569",339963,572144,"npk",0,572144
"89570",259303,491377,"npk",0,491377
"89571",840158,272765,"npk",0,272765
"89572",253886,242104,"npk",0,242104
"89573",630410,183680,"npk",0,183680
"89574",306963,742208,"npk",0,742208
"89575",849226,379029,"npk",0,379029
"89576",735449,574348,"npk",0,574348
"89577",970399,892945,"npk",0,892945
"89578",406195,641963,"npk",0,641963
"89579",852706,318583,"npk",0,318583
"89580",888191,292232,"npk",0,292232
"89581",776490,303383,"npk",0,303383
"89582",559660,589950,"npk",0,589950
"89583",939466,422824,"npk",0,422824
"89584",197116,842777,"npk",0,842777
"89585",868284,227285,"npk",0,227285
"89586",773116,460378,"npk",0,460378
"89587",244156,575001,"npk",0,575001
"89588",532083,444484,"npk",0,444484
"89589",739532,706854,"npk",0,706854
"89590",483066,458145,"npk",0,458145
"89591",532994,799753,"npk",0,799753
"89592",477618,237993,"npk",0,237993
"89593",469559,900229,"npk",0,900229
"89594",988598,846738,"npk",0,846738
"89595",500505,472704,"npk",0,472704
"89596",836890,682382,"npk",0,682382
"89597",193557,894853,"npk",0,894853
"89598",472728,444121,"npk",0,444121
"89599",744927,153547,"npk",0,153547
"89600",970489,625408,"npk",0,625408
"89601",934788,551297,"npk",0,551297
"89602",536105,835597,"npk",0,835597
"89603",538633,308549,"npk",0,308549
"89604",310841,945845,"npk",0,945845
"89605",326112,924434,"npk",0,924434
"89606",142958,488447,"npk",0,488447
"89607",793071,392332,"npk",0,392332
"89608",513847,857731,"npk",0,857731
"89609",207499,898302,"npk",0,898302
"89610",522074,803114,"npk",0,803114
"89611",200330,314696,"npk",0,314696
"89612",609342,311252,"npk",0,311252
"89613",642426,914538,"npk",0,914538
"89614",928223,880045,"npk",0,880045
"89615",540800,687233,"npk",0,687233
"89616",799002,465459,"npk",0,465459
"89617",695687,851872,"npk",0,851872
"89618",864845,282463,"npk",0,282463
"89619",981961,263070,"npk",0,263070
"89620",828825,104497,"npk",0,104497
"89621",199362,369049,"npk",0,369049
"89622",832803,815264,"npk",0,815264
"89623",527750,358477,"npk",0,358477
"89624",355001,812490,"npk",0,812490
"89625",332867,246552,"npk",0,246552
"89626",987194,748714,"npk",0,748714
"89627",608106,429143,"npk",0,429143
"89628",522237,261257,"npk",0,261257
"89629",864068,346064,"npk",0,346064
"89630",695568,603222,"npk",0,603222
"89631",708268,946095,"npk",0,946095
"89632",956845,419688,"npk",0,419688
"89633",477805,386839,"npk",0,386839
"89634",987874,212292,"npk",0,212292
"89635",749711,871757,"npk",0,871757
"89636",923801,401418,"npk",0,401418
"89637",410439,202935,"npk",0,202935
"89638",605578,525699,"npk",0,525699
"89639",551957,674819,"npk",0,674819
"89640",571028,985917,"npk",0,985917
"89641",316111,344801,"npk",0,344801
"89642",813140,630151,"npk",0,630151
"89643",152139,283486,"npk",0,283486
"89644",843643,322211,"npk",0,322211
"89645",466415,112517,"npk",0,112517
"89646",189263,353297,"npk",0,353297
"89647",342875,499923,"npk",0,499923
"89648",747261,452954,"npk",0,452954
"89649",547078,786183,"npk",0,786183
"89650",609496,365867,"npk",0,365867
"89651",376200,763218,"npk",0,763218
"89652",656113,639913,"npk",0,639913
"89653",410670,123250,"npk",0,123250
"89654",619203,626205,"npk",0,626205
"89655",506083,320498,"npk",0,320498
"89656",695211,593031,"npk",0,593031
"89657",585415,793869,"npk",0,793869
"89658",228853,428168,"npk",0,428168
"89659",105078,122813,"npk",0,122813
"89660",826074,323397,"npk",0,323397
"89661",306333,542928,"npk",0,542928
"89662",156206,357273,"npk",0,357273
"89663",596627,581879,"npk",0,581879
"89664",971770,606330,"npk",0,606330
"89665",469990,776670,"npk",0,776670
"89666",530210,227053,"npk",0,227053
"89667",857934,237877,"npk",0,237877
"89668",135356,793798,"npk",0,793798
"89669",780186,345374,"npk",0,345374
"89670",710844,910825,"npk",0,910825
"89671",135185,456917,"npk",0,456917
"89672",689004,109156,"npk",0,109156
"89673",485770,339557,"npk",0,339557
"89674",893952,373924,"npk",0,373924
"89675",684623,785214,"npk",0,785214
"89676",961598,970568,"npk",0,970568
"89677",359138,205006,"npk",0,205006
"89678",407435,733302,"npk",0,733302
"89679",865364,232473,"npk",0,232473
"89680",626192,833093,"npk",0,833093
"89681",355902,772647,"npk",0,772647
"89682",730271,749474,"npk",0,749474
"89683",158552,315432,"npk",0,315432
"89684",524536,886197,"npk",0,886197
"89685",591124,798207,"npk",0,798207
"89686",437356,529999,"npk",0,529999
"89687",844528,974309,"npk",0,974309
"89688",169641,117176,"npk",0,117176
"89689",296781,120652,"npk",0,120652
"89690",944433,197327,"npk",0,197327
"89691",396394,959956,"npk",0,959956
"89692",615319,169778,"npk",0,169778
"89693",258087,569826,"npk",0,569826
"89694",255321,200572,"npk",0,200572
"89695",116655,750388,"npk",0,750388
"89696",228923,742582,"npk",0,742582
"89697",690655,697090,"npk",0,697090
"89698",391738,360464,"npk",0,360464
"89699",124119,355321,"npk",0,355321
"89700",152683,565634,"npk",0,565634
"89701",726577,370983,"npk",0,370983
"89702",581673,150833,"npk",0,150833
"89703",879312,912876,"npk",0,912876
"89704",951704,270953,"npk",0,270953
"89705",103092,987844,"npk",0,987844
"89706",806425,494829,"npk",0,494829
"89707",286120,304073,"npk",0,304073
"89708",943279,994339,"npk",0,994339
"89709",685411,444651,"npk",0,444651
"89710",846052,154832,"npk",0,154832
"89711",963533,371324,"npk",0,371324
"89712",575281,541902,"npk",0,541902
"89713",873504,322781,"npk",0,322781
"89714",882917,759912,"npk",0,759912
"89715",161000,218030,"npk",0,218030
"89716",536362,228460,"npk",0,228460
"89717",540768,116953,"npk",0,116953
"89718",854845,749559,"npk",0,749559
"89719",237450,823926,"npk",0,823926
"89720",855385,362299,"npk",0,362299
"89721",473713,682848,"npk",0,682848
"89722",153601,374596,"npk",0,374596
"89723",179477,345634,"npk",0,345634
"89724",669087,926359,"npk",0,926359
"89725",134876,539601,"npk",0,539601
"89726",787074,482981,"npk",0,482981
"89727",541689,826430,"npk",0,826430
"89728",112216,394178,"npk",0,394178
"89729",734790,787526,"npk",0,787526
"89730",230204,776900,"npk",0,776900
"89731",434904,619166,"npk",0,619166
"89732",218231,434361,"npk",0,434361
"89733",329496,619045,"npk",0,619045
"89734",150714,942922,"npk",0,942922
"89735",497764,633138,"npk",0,633138
"89736",831096,520979,"npk",0,520979
"89737",307310,193151,"npk",0,193151
"89738",120988,715712,"npk",0,715712
"89739",315782,836944,"npk",0,836944
"89740",228881,731889,"npk",0,731889
"89741",691747,712927,"npk",0,712927
"89742",865931,365231,"npk",0,365231
"89743",550373,335748,"npk",0,335748
"89744",726151,641331,"npk",0,641331
"89745",579677,704973,"npk",0,704973
"89746",213290,287185,"npk",0,287185
"89747",528234,341424,"npk",0,341424
"89748",953169,162363,"npk",0,162363
"89749",663357,747870,"npk",0,747870
"89750",696486,308416,"npk",0,308416
"89751",389676,476278,"npk",0,476278
"89752",398951,724199,"npk",0,724199
"89753",155129,972269,"npk",0,972269
"89754",234931,639265,"npk",0,639265
"89755",204738,293168,"npk",0,293168
"89756",156131,470579,"npk",0,470579
"89757",463127,210817,"npk",0,210817
"89758",355803,576085,"npk",0,576085
"89759",281040,989670,"npk",0,989670
"89760",800320,227830,"npk",0,227830
"89761",447826,324153,"npk",0,324153
"89762",644772,539460,"npk",0,539460
"89763",527222,271424,"npk",0,271424
"89764",344433,867747,"npk",0,867747
"89765",100959,905978,"npk",0,905978
"89766",756700,613017,"npk",0,613017
"89767",996543,371945,"npk",0,371945
"89768",900817,717427,"npk",0,717427
"89769",131985,200854,"npk",0,200854
"89770",197722,707676,"npk",0,707676
"89771",898350,623981,"npk",0,623981
"89772",721260,392273,"npk",0,392273
"89773",440199,378226,"npk",0,378226
"89774",356049,127129,"npk",0,127129
"89775",989306,614381,"npk",0,614381
"89776",861060,824007,"npk",0,824007
"89777",400622,665561,"npk",0,665561
"89778",414649,697144,"npk",0,697144
"89779",857954,324798,"npk",0,324798
"89780",135691,315960,"npk",0,315960
"89781",816188,971071,"npk",0,971071
"89782",108615,321109,"npk",0,321109
"89783",752334,325959,"npk",0,325959
"89784",656897,134566,"npk",0,134566
"89785",356338,788240,"npk",0,788240
"89786",532144,665032,"npk",0,665032
"89787",725864,818743,"npk",0,818743
"89788",558573,600949,"npk",0,600949
"89789",141568,569808,"npk",0,569808
"89790",416462,763333,"npk",0,763333
"89791",902978,782110,"npk",0,782110
"89792",315271,491182,"npk",0,491182
"89793",352015,544152,"npk",0,544152
"89794",888274,568387,"npk",0,568387
"89795",416807,124651,"npk",0,124651
"89796",370232,937500,"npk",0,937500
"89797",821816,967517,"npk",0,967517
"89798",866583,647180,"npk",0,647180
"89799",944022,968996,"npk",0,968996
"89800",400099,116102,"npk",0,116102
"89801",234052,836909,"npk",0,836909
"89802",335892,181223,"npk",0,181223
"89803",539859,608555,"npk",0,608555
"89804",367588,837460,"npk",0,837460
"89805",837956,299817,"npk",0,299817
"89806",440451,702776,"npk",0,702776
"89807",396216,273709,"npk",0,273709
"89808",128830,444355,"npk",0,444355
"89809",700668,366956,"npk",0,366956
"89810",460004,182273,"npk",0,182273
"89811",592501,886934,"npk",0,886934
"89812",763836,649152,"npk",0,649152
"89813",931666,252858,"npk",0,252858
"89814",317989,433722,"npk",0,433722
"89815",865850,763347,"npk",0,763347
"89816",491666,475714,"npk",0,475714
"89817",170397,467585,"npk",0,467585
"89818",870553,376985,"npk",0,376985
"89819",699218,881624,"npk",0,881624
"89820",891908,787080,"npk",0,787080
"89821",759829,888566,"npk",0,888566
"89822",657144,197984,"npk",0,197984
"89823",728542,798985,"npk",0,798985
"89824",761477,707129,"npk",0,707129
"89825",171554,844024,"npk",0,844024
"89826",113872,718874,"npk",0,718874
"89827",899828,489238,"npk",0,489238
"89828",372147,240620,"npk",0,240620
"89829",146693,512728,"npk",0,512728
"89830",636258,770479,"npk",0,770479
"89831",817484,465013,"npk",0,465013
"89832",821938,761303,"npk",0,761303
"89833",253138,336767,"npk",0,336767
"89834",564511,165551,"npk",0,165551
"89835",625204,267811,"npk",0,267811
"89836",298430,269954,"npk",0,269954
"89837",496115,532692,"npk",0,532692
"89838",388587,592318,"npk",0,592318
"89839",870442,389790,"npk",0,389790
"89840",941996,243895,"npk",0,243895
"89841",357373,970060,"npk",0,970060
"89842",378285,939879,"npk",0,939879
"89843",599202,538286,"npk",0,538286
"89844",738276,692479,"npk",0,692479
"89845",810569,520188,"npk",0,520188
"89846",241037,348783,"npk",0,348783
"89847",521668,829336,"npk",0,829336
"89848",625187,786846,"npk",0,786846
"89849",874012,527897,"npk",0,527897
"89850",855408,710187,"npk",0,710187
"89851",272092,483185,"npk",0,483185
"89852",721852,471543,"npk",0,471543
"89853",111750,535570,"npk",0,535570
"89854",392964,137211,"npk",0,137211
"89855",968420,593113,"npk",0,593113
"89856",773224,736926,"npk",0,736926
"89857",434596,484416,"npk",0,484416
"89858",344368,452409,"npk",0,452409
"89859",181718,561046,"npk",0,561046
"89860",804176,721907,"npk",0,721907
"89861",769162,600966,"npk",0,600966
"89862",767999,890950,"npk",0,890950
"89863",258924,638935,"npk",0,638935
"89864",732742,234316,"npk",0,234316
"89865",444885,875050,"npk",0,875050
"89866",357970,770714,"npk",0,770714
"89867",679758,392266,"npk",0,392266
"89868",944343,634755,"npk",0,634755
"89869",428912,497527,"npk",0,497527
"89870",653852,887044,"npk",0,887044
"89871",808121,424187,"npk",0,424187
"89872",664871,308540,"npk",0,308540
"89873",897755,884725,"npk",0,884725
"89874",122122,265331,"npk",0,265331
"89875",881498,109920,"npk",0,109920
"89876",474156,338122,"npk",0,338122
"89877",531076,920471,"npk",0,920471
"89878",845507,463697,"npk",0,463697
"89879",576015,153871,"npk",0,153871
"89880",971914,152502,"npk",0,152502
"89881",896136,339054,"npk",0,339054
"89882",612776,591856,"npk",0,591856
"89883",349747,467443,"npk",0,467443
"89884",410532,767507,"npk",0,767507
"89885",497808,776700,"npk",0,776700
"89886",419666,292452,"npk",0,292452
"89887",636353,727408,"npk",0,727408
"89888",673458,472144,"npk",0,472144
"89889",296013,307434,"npk",0,307434
"89890",845787,936284,"npk",0,936284
"89891",104739,246302,"npk",0,246302
"89892",154355,891362,"npk",0,891362
"89893",597297,655183,"npk",0,655183
"89894",451205,470684,"npk",0,470684
"89895",359678,544618,"npk",0,544618
"89896",244493,106344,"npk",0,106344
"89897",419530,875712,"npk",0,875712
"89898",957275,661126,"npk",0,661126
"89899",828073,511302,"npk",0,511302
"89900",930044,627441,"npk",0,627441
"89901",979277,219857,"npk",0,219857
"89902",625483,107792,"npk",0,107792
"89903",975342,617775,"npk",0,617775
"89904",418102,568103,"npk",0,568103
"89905",707084,345575,"npk",0,345575
"89906",450926,322941,"npk",0,322941
"89907",972420,538138,"npk",0,538138
"89908",751980,189294,"npk",0,189294
"89909",979336,295586,"npk",0,295586
"89910",979582,454048,"npk",0,454048
"89911",128544,937272,"npk",0,937272
"89912",258940,671470,"npk",0,671470
"89913",579050,547423,"npk",0,547423
"89914",211153,528111,"npk",0,528111
"89915",545321,248754,"npk",0,248754
"89916",321210,657154,"npk",0,657154
"89917",444162,605343,"npk",0,605343
"89918",195288,280161,"npk",0,280161
"89919",416079,291019,"npk",0,291019
"89920",555880,251877,"npk",0,251877
"89921",374588,371878,"npk",0,371878
"89922",320096,756802,"npk",0,756802
"89923",228844,457741,"npk",0,457741
"89924",889647,663720,"npk",0,663720
"89925",359262,177750,"npk",0,177750
"89926",901122,210013,"npk",0,210013
"89927",391535,685013,"npk",0,685013
"89928",130323,602352,"npk",0,602352
"89929",561766,511568,"npk",0,511568
"89930",559673,830858,"npk",0,830858
"89931",726767,360112,"npk",0,360112
"89932",693717,678697,"npk",0,678697
"89933",125554,606934,"npk",0,606934
"89934",395259,418334,"npk",0,418334
"89935",612481,562819,"npk",0,562819
"89936",948484,875877,"npk",0,875877
"89937",558649,378255,"npk",0,378255
"89938",957918,905371,"npk",0,905371
"89939",765430,714243,"npk",0,714243
"89940",824076,690497,"npk",0,690497
"89941",752639,171786,"npk",0,171786
"89942",161868,308199,"npk",0,308199
"89943",554142,111081,"npk",0,111081
"89944",260675,870023,"npk",0,870023
"89945",621777,865712,"npk",0,865712
"89946",102401,229766,"npk",0,229766
"89947",213996,881445,"npk",0,881445
